city,date,temp,feels_like,weather_description,freeFlowSpeed,currentSpeed,weather_main_Clouds,temp_freeFlowSpeed,feels_like_freeFlowSpeed
London,2024-07-08 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-07-09 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-07-10 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-07-11 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-07-12 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-07-13 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-07-14 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-07-15 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-07-16 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-07-17 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-07-18 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-07-19 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-07-20 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-07-21 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-07-22 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-07-23 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-07-24 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-07-25 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-07-26 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-07-27 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-07-28 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-07-29 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-07-30 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-07-31 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-08-01 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-08-02 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-08-03 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-08-04 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-08-05 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-08-06 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
London,2024-08-07 00:52:42.616869,293.36,293.11,few clouds,13.0,13.0,True,3813.6800000000003,3810.4300000000003
New York,2024-07-08 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-07-09 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-07-10 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-07-11 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-07-12 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-07-13 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-07-14 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-07-15 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-07-16 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-07-17 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-07-18 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-07-19 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-07-20 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-07-21 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-07-22 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-07-23 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-07-24 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-07-25 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-07-26 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-07-27 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-07-28 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-07-29 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-07-30 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-07-31 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-08-01 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-08-02 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-08-03 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-08-04 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-08-05 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-08-06 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
New York,2024-08-07 00:52:42.616869,303.88,308.16,few clouds,21.0,13.0,True,6381.48,6471.360000000001
Tokyo,2024-07-08 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-07-09 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-07-10 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-07-11 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-07-12 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-07-13 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-07-14 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-07-15 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-07-16 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-07-17 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-07-18 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-07-19 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-07-20 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-07-21 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-07-22 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-07-23 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-07-24 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-07-25 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-07-26 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-07-27 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-07-28 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-07-29 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-07-30 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-07-31 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-08-01 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-08-02 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-08-03 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-08-04 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-08-05 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-08-06 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Tokyo,2024-08-07 00:52:42.616869,300.7,305.22,broken clouds,21.0,13.0,True,6314.7,6409.620000000001
Mumbai,2024-07-08 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-07-09 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-07-10 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-07-11 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-07-12 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-07-13 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-07-14 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-07-15 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-07-16 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-07-17 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-07-18 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-07-19 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-07-20 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-07-21 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-07-22 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-07-23 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-07-24 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-07-25 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-07-26 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-07-27 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-07-28 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-07-29 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-07-30 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-07-31 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-08-01 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-08-02 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-08-03 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-08-04 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-08-05 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-08-06 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Mumbai,2024-08-07 00:52:42.616869,299.15,299.15,overcast clouds,16.0,16.0,True,4786.4,4786.4
Sydney,2024-07-08 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-07-09 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-07-10 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-07-11 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-07-12 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-07-13 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-07-14 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-07-15 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-07-16 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-07-17 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-07-18 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-07-19 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-07-20 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-07-21 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-07-22 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-07-23 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-07-24 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-07-25 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-07-26 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-07-27 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-07-28 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-07-29 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-07-30 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-07-31 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-08-01 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-08-02 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-08-03 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-08-04 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-08-05 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-08-06 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
Sydney,2024-08-07 00:52:42.616869,279.89,277.69,scattered clouds,24.0,24.0,True,6717.36,6664.5599999999995
